Epoch: 1, Train Loss: 2.2009235219183294, Val Loss: 1.7072669515242944, Took 0:03:26.579211, ETA: 0:30:59.212899

Epoch: 2, Train Loss: 1.5433956552296877, Val Loss: 1.5042817189143254, Took 0:03:26.608596, ETA: 0:27:32.868768

Epoch: 3, Train Loss: 1.3509173274717547, Val Loss: 1.397363831446721, Took 0:03:27.002777, ETA: 0:24:09.019439

Epoch: 4, Train Loss: 1.2320046494291588, Val Loss: 1.3888825884232154, Took 0:03:27.329853, ETA: 0:20:43.979118

Epoch: 5, Train Loss: 1.131308682093566, Val Loss: 1.3301307898301344, Took 0:03:27.232948, ETA: 0:17:16.164740

Epoch: 6, Train Loss: 1.0432527343827216, Val Loss: 1.3535862519190862, Took 0:03:26.852020, ETA: 0:13:47.408080

Epoch: 7, Train Loss: 0.9483226055110042, Val Loss: 1.3561880093354446, Took 0:03:27.208923, ETA: 0:10:21.626769

Epoch: 8, Train Loss: 0.8676775377243757, Val Loss: 1.3658036195314847, Took 0:03:26.648103, ETA: 0:06:53.296206

Epoch: 9, Train Loss: 0.7709025894715027, Val Loss: 1.41671102138666, Took 0:03:27.469478, ETA: 0:03:27.469478

Epoch: 10, Train Loss: 0.6749177024784413, Val Loss: 1.4322970702097966, Took 0:03:28.284853, ETA: 0:00:00

