Epoch: 1, Train Loss: 2.2264214630492707, Val Loss: 1.7208792044566228, Took 0:03:26.397427, ETA: 0:30:57.576843

Epoch: 2, Train Loss: 1.5387285764921794, Val Loss: 1.4762596121201148, Took 0:03:26.929868, ETA: 0:27:35.438944

Epoch: 3, Train Loss: 1.3476662822067738, Val Loss: 1.4019555687904357, Took 0:03:29.950871, ETA: 0:24:29.656097

Epoch: 4, Train Loss: 1.2330403861335733, Val Loss: 1.352343162206503, Took 0:03:26.254189, ETA: 0:20:37.525134

Epoch: 5, Train Loss: 1.1303625701164657, Val Loss: 1.3410264803813055, Took 0:03:26.469764, ETA: 0:17:12.348820

Epoch: 6, Train Loss: 1.038072727281939, Val Loss: 1.3178736549157364, Took 0:03:26.673942, ETA: 0:13:46.695768

Epoch: 7, Train Loss: 0.9472445016726851, Val Loss: 1.3469327385608967, Took 0:03:26.373799, ETA: 0:10:19.121397

Epoch: 8, Train Loss: 0.8548326521095905, Val Loss: 1.3662494760293227, Took 0:03:26.713446, ETA: 0:06:53.426892

Epoch: 9, Train Loss: 0.7606800990179181, Val Loss: 1.4138866048592789, Took 0:03:26.085459, ETA: 0:03:26.085459

Epoch: 10, Train Loss: 0.6891135993328962, Val Loss: 1.417428548519428, Took 0:03:26.455290, ETA: 0:00:00

